id,name,start_time,end_time,unique_number_for_org
2830,report831,2021-02-21 00:00:00,2022-01-18 00:00:00,N0.4681691156412868
2831,report832,2021-10-10 00:00:00,2022-10-09 00:00:00,N0.6193151337148258
2832,report833,2021-02-27 00:00:00,2022-11-21 00:00:00,N0.2956360987846681
2833,report834,2021-12-06 00:00:00,2022-02-24 00:00:00,N0.9922752440575784
2834,report835,2021-08-23 00:00:00,2022-04-07 00:00:00,N0.7177096217254855
2835,report836,2021-03-04 00:00:00,2022-03-12 00:00:00,N0.10627457977118548
2836,report837,2021-03-23 00:00:00,2022-11-15 00:00:00,N0.3059206050035459
2837,report838,2021-10-02 00:00:00,2022-04-23 00:00:00,N0.9209273134463404
2838,report839,2021-03-04 00:00:00,2022-10-21 00:00:00,N0.3810773465682171
2839,report840,2021-09-17 00:00:00,2022-11-04 00:00:00,N0.15849169903347726
2840,report841,2021-02-11 00:00:00,2022-10-19 00:00:00,N0.8790103532259911
2841,report842,2021-12-13 00:00:00,2022-09-09 00:00:00,N0.35828251831661573
2842,report843,2021-10-19 00:00:00,2022-10-01 00:00:00,N0.5746911224979195
2843,report844,2021-08-08 00:00:00,2022-09-05 00:00:00,N0.20432565830749772
2844,report845,2021-09-13 00:00:00,2022-10-17 00:00:00,N0.8193323499074225
2845,report846,2021-12-02 00:00:00,2022-08-31 00:00:00,N0.8851092038349492
2846,report847,2021-04-19 00:00:00,2022-06-30 00:00:00,N0.06787799139672535
2847,report848,2021-12-05 00:00:00,2022-08-31 00:00:00,N0.7579612982859196
2848,report849,2021-11-16 00:00:00,2022-09-08 00:00:00,N0.41289476102009603
2849,report850,2021-11-26 00:00:00,2022-03-30 00:00:00,N0.832487370695805
2850,report851,2021-06-28 00:00:00,2022-08-20 00:00:00,N0.8688696277613134
2851,report852,2021-04-21 00:00:00,2022-03-26 00:00:00,N0.3194595896328666
2852,report853,2021-10-06 00:00:00,2022-11-21 00:00:00,N0.3509477701171293
2853,report854,2021-10-21 00:00:00,2022-04-20 00:00:00,N0.3081851449106304
2854,report855,2021-10-31 00:00:00,2022-07-23 00:00:00,N0.9669197350777576
2855,report856,2021-05-21 00:00:00,2022-01-01 00:00:00,N0.8097331342654325
2856,report857,2021-11-08 00:00:00,2022-09-13 00:00:00,N0.8086633285031232
2857,report858,2021-04-13 00:00:00,2022-01-13 00:00:00,N0.5065261110570906
2858,report859,2021-01-05 00:00:00,2022-01-21 00:00:00,N0.7516697441844483
2859,report860,2021-08-29 00:00:00,2022-11-11 00:00:00,N0.24204730105732808
2860,report861,2021-03-27 00:00:00,2022-10-04 00:00:00,N0.1191579555043768
2861,report862,2021-12-07 00:00:00,2022-02-15 00:00:00,N0.2069266336899841
2862,report863,2021-12-08 00:00:00,2022-02-21 00:00:00,N0.2757384363172811
2863,report864,2021-07-21 00:00:00,2022-05-06 00:00:00,N0.14106455151848984
2864,report865,2021-02-03 00:00:00,2022-05-16 00:00:00,N0.20174198800278986
2865,report866,2021-03-10 00:00:00,2022-01-30 00:00:00,N0.33769844699674056
2866,report867,2021-01-27 00:00:00,2022-04-10 00:00:00,N0.34245248894134017
2867,report868,2021-06-19 00:00:00,2022-08-28 00:00:00,N0.45068770372852984
2868,report869,2021-12-02 00:00:00,2022-04-28 00:00:00,N0.8778819510443855
2869,report870,2021-01-18 00:00:00,2022-01-26 00:00:00,N0.871596077299474
2870,report871,2021-09-13 00:00:00,2022-12-16 00:00:00,N0.22245063288400269
2871,report872,2021-12-01 00:00:00,2022-03-12 00:00:00,N0.850557456507862
2872,report873,2021-08-10 00:00:00,2022-12-30 00:00:00,N0.3714077867756993
2873,report874,2021-04-04 00:00:00,2022-04-10 00:00:00,N0.12734130905791707
2874,report875,2021-08-21 00:00:00,2022-07-21 00:00:00,N0.8014665145852313
2875,report876,2021-11-19 00:00:00,2022-06-03 00:00:00,N0.7684373216045802
2876,report877,2021-05-04 00:00:00,2022-11-10 00:00:00,N0.6281144024720593
2877,report878,2021-02-14 00:00:00,2022-05-04 00:00:00,N0.9139712475723133
2878,report879,2021-03-19 00:00:00,2022-10-22 00:00:00,N0.39802938500139373
2879,report880,2021-06-08 00:00:00,2022-05-05 00:00:00,N0.9248725980996224
2880,report881,2021-11-03 00:00:00,2022-03-31 00:00:00,N0.7208913919404754
2881,report882,2021-05-11 00:00:00,2022-05-01 00:00:00,N0.18214132726601584
2882,report883,2021-01-26 00:00:00,2022-01-11 00:00:00,N0.14938129413955614
2883,report884,2021-08-30 00:00:00,2022-02-16 00:00:00,N0.8055842475263292
2884,report885,2021-07-15 00:00:00,2022-08-14 00:00:00,N0.22972217230131986
2885,report886,2021-07-23 00:00:00,2022-07-27 00:00:00,N0.17781576462262383
2886,report887,2021-10-15 00:00:00,2022-12-15 00:00:00,N0.34950632095535705
2887,report888,2021-06-09 00:00:00,2022-11-21 00:00:00,N0.00010222070989118759
2888,report889,2021-03-15 00:00:00,2022-03-22 00:00:00,N0.18647958008734233
2889,report890,2021-07-04 00:00:00,2022-10-03 00:00:00,N0.00591891381085019
2890,report891,2021-12-20 00:00:00,2022-08-06 00:00:00,N0.8228138819301521
2891,report892,2021-06-05 00:00:00,2022-06-29 00:00:00,N0.6033821137314151
2892,report893,2021-12-30 00:00:00,2022-07-11 00:00:00,N0.6205081922826133
2893,report894,2021-12-14 00:00:00,2022-09-11 00:00:00,N0.2595615337160083
2894,report895,2021-06-05 00:00:00,2022-12-28 00:00:00,N0.7196615346104852
2895,report896,2021-06-02 00:00:00,2022-09-17 00:00:00,N0.4814996871505898
2896,report897,2021-12-09 00:00:00,2022-07-31 00:00:00,N0.5689950563136449
2897,report898,2021-10-01 00:00:00,2022-07-28 00:00:00,N0.26332826554088873
2898,report899,2021-05-06 00:00:00,2022-10-28 00:00:00,N0.480851216584505
2899,report900,2021-07-10 00:00:00,2022-08-22 00:00:00,N0.7333594451765204
2900,report901,2021-06-08 00:00:00,2022-10-11 00:00:00,N0.05433284487447709
2901,report902,2021-01-19 00:00:00,2022-06-19 00:00:00,N0.9239201588743949
2902,report903,2021-10-28 00:00:00,2022-06-13 00:00:00,N0.9594228934479072
2903,report904,2021-12-09 00:00:00,2022-03-25 00:00:00,N0.5827705703632141
2904,report905,2021-09-08 00:00:00,2022-07-31 00:00:00,N0.7977672699590873
2905,report906,2021-07-07 00:00:00,2022-08-24 00:00:00,N0.1319983240543816
2906,report907,2021-10-15 00:00:00,2022-12-11 00:00:00,N0.8110487506111227
2907,report908,2021-08-31 00:00:00,2022-09-11 00:00:00,N0.7532215216923192
2908,report909,2021-09-23 00:00:00,2022-08-06 00:00:00,N0.0917625763832971
2909,report910,2021-04-05 00:00:00,2022-11-03 00:00:00,N0.08421590888567088
2910,report911,2021-06-22 00:00:00,2022-08-04 00:00:00,N0.3611000522776705
2911,report912,2021-08-22 00:00:00,2022-04-06 00:00:00,N0.5729594186749616
2912,report913,2021-02-07 00:00:00,2022-12-13 00:00:00,N0.8593015209979841
2913,report914,2021-06-15 00:00:00,2022-08-19 00:00:00,N0.2906866465951591
2914,report915,2021-07-30 00:00:00,2022-07-22 00:00:00,N0.26245670735177273
2915,report916,2021-12-26 00:00:00,2022-08-25 00:00:00,N0.07205347202226875
2916,report917,2021-08-29 00:00:00,2022-07-21 00:00:00,N0.45372554427752776
2917,report918,2021-03-29 00:00:00,2022-01-03 00:00:00,N0.8215267725658397
2918,report919,2021-02-02 00:00:00,2022-04-01 00:00:00,N0.7911632921304361
2919,report920,2021-10-23 00:00:00,2022-10-24 00:00:00,N0.48958463710967637
2920,report921,2021-03-01 00:00:00,2022-07-13 00:00:00,N0.6078981098843594
2921,report922,2021-12-18 00:00:00,2022-05-21 00:00:00,N0.542310484955425
2922,report923,2021-12-16 00:00:00,2022-05-01 00:00:00,N0.19869948832466
2923,report924,2021-09-04 00:00:00,2022-04-05 00:00:00,N0.7860868242456525
2924,report925,2021-04-27 00:00:00,2022-03-14 00:00:00,N0.49067583642142365
2925,report926,2021-06-08 00:00:00,2022-02-02 00:00:00,N0.32952574983269045
2926,report927,2021-09-17 00:00:00,2022-05-18 00:00:00,N0.043777599269088974
2927,report928,2021-01-23 00:00:00,2022-03-29 00:00:00,N0.032722031717207334
2928,report929,2021-02-24 00:00:00,2022-04-27 00:00:00,N0.30930586873073906
2929,report930,2021-06-06 00:00:00,2022-08-07 00:00:00,N0.9146419508822289
2930,report931,2021-08-07 00:00:00,2022-01-07 00:00:00,N0.5230762991209098
2931,report932,2021-01-24 00:00:00,2022-07-11 00:00:00,N0.8482097196802225
2932,report933,2021-10-07 00:00:00,2022-01-27 00:00:00,N0.5331995406315183
2933,report934,2021-10-12 00:00:00,2022-06-04 00:00:00,N0.0315013623723297
2934,report935,2021-05-22 00:00:00,2022-10-12 00:00:00,N0.7634704262928436
2935,report936,2021-08-05 00:00:00,2022-08-04 00:00:00,N0.162583293386935
2936,report937,2021-01-02 00:00:00,2022-04-29 00:00:00,N0.2497284942450424
2937,report938,2021-01-21 00:00:00,2022-04-08 00:00:00,N0.4323736114506258
2938,report939,2021-07-10 00:00:00,2022-06-28 00:00:00,N0.9771953212437322
2939,report940,2021-12-31 00:00:00,2022-04-20 00:00:00,N0.1568668397758587
2940,report941,2021-10-15 00:00:00,2022-09-04 00:00:00,N0.8364075542113015
2941,report942,2021-05-11 00:00:00,2022-02-09 00:00:00,N0.03239460039521436
2942,report943,2021-06-06 00:00:00,2022-09-01 00:00:00,N0.07442053060362408
2943,report944,2021-07-08 00:00:00,2022-05-19 00:00:00,N0.6917191326330853
2944,report945,2021-05-07 00:00:00,2022-01-23 00:00:00,N0.1666612231051745
2945,report946,2021-08-20 00:00:00,2022-06-08 00:00:00,N0.7255558232549477
2946,report947,2021-03-30 00:00:00,2022-06-15 00:00:00,N0.4722012456288418
2947,report948,2021-08-04 00:00:00,2022-05-28 00:00:00,N0.11557867128381127
2948,report949,2021-09-24 00:00:00,2022-03-04 00:00:00,N0.9682623226462868
2949,report950,2021-10-24 00:00:00,2022-01-13 00:00:00,N0.05343182323433637
2950,report951,2021-02-28 00:00:00,2022-05-30 00:00:00,N0.11806915825081743
2951,report952,2021-04-13 00:00:00,2022-07-09 00:00:00,N0.6670307208669094
2952,report953,2021-11-11 00:00:00,2022-01-26 00:00:00,N0.5746589934038199
2953,report954,2021-08-09 00:00:00,2022-06-11 00:00:00,N0.30984304854080125
2954,report955,2021-06-05 00:00:00,2022-10-23 00:00:00,N0.3342675273627529
2955,report956,2021-04-22 00:00:00,2022-11-27 00:00:00,N0.3875835408905792
2956,report957,2021-10-23 00:00:00,2022-02-15 00:00:00,N0.5488747715799314
2957,report958,2021-11-03 00:00:00,2022-01-05 00:00:00,N0.496849017801679
2958,report959,2021-08-21 00:00:00,2022-10-26 00:00:00,N0.505595395869845
2959,report960,2021-03-12 00:00:00,2022-08-13 00:00:00,N0.7616335737104105
2960,report961,2021-12-09 00:00:00,2022-02-03 00:00:00,N0.45725916419738055
2961,report962,2021-06-14 00:00:00,2022-08-19 00:00:00,N0.11077762763146037
2962,report963,2021-06-04 00:00:00,2022-04-26 00:00:00,N0.34847498969399493
2963,report964,2021-11-12 00:00:00,2022-12-07 00:00:00,N0.20229978463801235
2964,report965,2021-07-27 00:00:00,2022-07-19 00:00:00,N0.5436699636538467
2965,report966,2021-12-17 00:00:00,2022-02-21 00:00:00,N0.47950483595295934
2966,report967,2021-08-30 00:00:00,2022-12-16 00:00:00,N0.22039711894641567
2967,report968,2021-10-11 00:00:00,2022-07-13 00:00:00,N0.4009443979313835
2968,report969,2021-11-25 00:00:00,2022-05-10 00:00:00,N0.07725579452349884
2969,report970,2021-08-15 00:00:00,2022-07-08 00:00:00,N0.34872718234651967
2970,report971,2021-09-21 00:00:00,2022-08-15 00:00:00,N0.30990663794984363
2971,report972,2021-03-23 00:00:00,2022-05-28 00:00:00,N0.7059475941426299
2972,report973,2021-06-24 00:00:00,2022-08-04 00:00:00,N0.2314606694944641
2973,report974,2021-02-13 00:00:00,2022-04-26 00:00:00,N0.826911050051963
2974,report975,2021-05-25 00:00:00,2022-10-31 00:00:00,N0.19343174966388954
2975,report976,2021-06-24 00:00:00,2022-04-15 00:00:00,N0.7647367269914778
2976,report977,2021-01-20 00:00:00,2022-08-26 00:00:00,N0.9364526171402183
2977,report978,2021-05-31 00:00:00,2022-07-25 00:00:00,N0.14930017333693413
2978,report979,2021-01-22 00:00:00,2022-01-31 00:00:00,N0.4727016523702915
2979,report980,2021-01-10 00:00:00,2022-03-01 00:00:00,N0.8942950524391816
2980,report981,2021-03-26 00:00:00,2022-06-28 00:00:00,N0.4583901310953373
2981,report982,2021-07-17 00:00:00,2022-10-26 00:00:00,N0.3127390844850223
2982,report983,2021-07-26 00:00:00,2022-09-08 00:00:00,N0.44949611209050067
2983,report984,2021-03-22 00:00:00,2022-04-14 00:00:00,N0.7346399521064335
2984,report985,2021-06-23 00:00:00,2022-10-19 00:00:00,N0.9171390797762285
2985,report986,2021-06-09 00:00:00,2022-10-03 00:00:00,N0.9910362384221129
2986,report987,2021-12-02 00:00:00,2022-03-15 00:00:00,N0.31433129772685375
2987,report988,2021-07-08 00:00:00,2022-03-31 00:00:00,N0.00013318552789276517
2988,report989,2021-10-16 00:00:00,2022-02-26 00:00:00,N0.20877412710958787
2989,report990,2021-07-05 00:00:00,2022-07-08 00:00:00,N0.34234877655500373
2990,report991,2021-09-11 00:00:00,2022-07-02 00:00:00,N0.7648317254872411
2991,report992,2021-06-19 00:00:00,2022-10-09 00:00:00,N0.3134003520035029
2992,report993,2021-01-19 00:00:00,2022-10-28 00:00:00,N0.29184491818850355
2993,report994,2021-08-04 00:00:00,2022-11-21 00:00:00,N0.8250760508037019
2994,report995,2021-05-24 00:00:00,2022-01-03 00:00:00,N0.49780621322543794
2995,report996,2021-03-21 00:00:00,2022-12-22 00:00:00,N0.6984910455017616
2996,report997,2021-11-05 00:00:00,2022-09-14 00:00:00,N0.6688185587021197
2997,report998,2021-07-07 00:00:00,2022-03-29 00:00:00,N0.5353302111852333
2998,report999,2021-05-08 00:00:00,2022-04-19 00:00:00,N0.35799080558385477
1,report1,2021-03-13 00:00:00,2022-10-18 00:00:00,N0.1054944513939543
2,report2,2021-03-11 00:00:00,2022-05-11 00:00:00,N0.029984592637702034
3,report3,2021-09-09 00:00:00,2022-12-04 00:00:00,N0.47035436820531207
4,report4,2021-03-15 00:00:00,2022-11-04 00:00:00,N0.2514763368054733
5,report5,2021-10-06 00:00:00,2022-07-13 00:00:00,N0.943998136950588
6,report6,2021-10-23 00:00:00,2022-09-17 00:00:00,N0.8229591068716934
7,report7,2021-08-01 00:00:00,2022-12-06 00:00:00,N0.9101659996661821
8,report8,2021-07-26 00:00:00,2022-11-11 00:00:00,N0.9365009691475593
9,report9,2021-02-10 00:00:00,2022-03-03 00:00:00,N0.921181079149844
10,report10,2021-11-29 00:00:00,2022-02-02 00:00:00,N0.37996038212039496
11,report11,2021-04-26 00:00:00,2022-03-19 00:00:00,N0.43300045702342826
12,report12,2021-06-29 00:00:00,2022-10-06 00:00:00,N0.31738436549244975
13,report13,2021-03-09 00:00:00,2022-04-06 00:00:00,N0.3345099011766721
14,report14,2021-03-18 00:00:00,2022-02-23 00:00:00,N0.8963710529032717
15,report15,2021-07-28 00:00:00,2022-08-03 00:00:00,N0.34993661689290434
16,report16,2021-03-25 00:00:00,2022-08-02 00:00:00,N9.157782384483504e-05
17,report17,2021-03-01 00:00:00,2022-07-07 00:00:00,N0.46481789920827066
18,report18,2021-07-26 00:00:00,2022-05-25 00:00:00,N0.9139155934857829
19,report19,2021-10-07 00:00:00,2022-01-25 00:00:00,N0.987935001334614
20,report20,2021-06-13 00:00:00,2022-11-26 00:00:00,N0.24901355331053565
21,report21,2021-06-26 00:00:00,2022-08-28 00:00:00,N0.2661480309964892
22,report22,2021-09-01 00:00:00,2022-11-04 00:00:00,N0.5058011423341757
23,report23,2021-12-19 00:00:00,2022-08-12 00:00:00,N0.2542259646828192
24,report24,2021-01-26 00:00:00,2022-05-20 00:00:00,N0.7885616675151317
25,report25,2021-03-16 00:00:00,2022-03-30 00:00:00,N0.5712296933890473
26,report26,2021-04-13 00:00:00,2022-09-22 00:00:00,N0.7917563321146756
27,report27,2021-03-30 00:00:00,2022-05-26 00:00:00,N0.9504801124979162
28,report28,2021-10-01 00:00:00,2022-08-15 00:00:00,N0.707507723188738
29,report29,2021-02-05 00:00:00,2022-02-26 00:00:00,N0.7797014985886602
30,report30,2021-08-22 00:00:00,2022-03-13 00:00:00,N0.7102890249852236
31,report31,2021-12-23 00:00:00,2022-03-20 00:00:00,N0.5178205702699687
32,report32,2021-02-19 00:00:00,2022-12-14 00:00:00,N0.13637488203616033
33,report33,2021-12-07 00:00:00,2022-12-29 00:00:00,N0.5398594300037213
34,report34,2021-05-25 00:00:00,2022-03-14 00:00:00,N0.04173133014060426
35,report35,2021-02-02 00:00:00,2022-05-22 00:00:00,N0.03839947220966289
36,report36,2021-10-30 00:00:00,2022-07-26 00:00:00,N0.489633326208622
37,report37,2021-10-22 00:00:00,2022-03-09 00:00:00,N0.6722186617770217
38,report38,2021-03-17 00:00:00,2022-04-07 00:00:00,N0.38811381050627924
39,report39,2021-07-16 00:00:00,2022-09-10 00:00:00,N0.45802601644792096
40,report40,2021-04-20 00:00:00,2022-09-06 00:00:00,N0.21968424973923173
41,report41,2021-10-06 00:00:00,2022-06-06 00:00:00,N0.30251595568101053
42,report42,2021-07-21 00:00:00,2022-01-30 00:00:00,N0.6778345871893546
43,report43,2021-02-02 00:00:00,2022-09-20 00:00:00,N0.9013617576993336
44,report44,2021-07-30 00:00:00,2022-07-31 00:00:00,N0.3534151014052018
45,report45,2021-10-02 00:00:00,2022-03-04 00:00:00,N0.4688421031149602
46,report46,2021-12-01 00:00:00,2022-09-23 00:00:00,N0.5362168098546324
47,report47,2021-08-27 00:00:00,2022-10-15 00:00:00,N0.3359688455639144
48,report48,2021-04-23 00:00:00,2022-10-11 00:00:00,N0.1590037597184858
49,report49,2021-03-29 00:00:00,2022-04-11 00:00:00,N0.2394622662704562
50,report50,2021-11-21 00:00:00,2022-08-19 00:00:00,N0.11769068818753436
51,report51,2021-06-21 00:00:00,2022-01-11 00:00:00,N0.4009561574989513
52,report52,2021-09-12 00:00:00,2022-09-22 00:00:00,N0.06165356509158282
53,report53,2021-05-27 00:00:00,2022-05-02 00:00:00,N0.21656793972662458
54,report54,2021-02-09 00:00:00,2022-06-21 00:00:00,N0.1169684440362142
55,report55,2021-12-10 00:00:00,2022-10-02 00:00:00,N0.673986954528838
56,report56,2021-04-17 00:00:00,2022-02-16 00:00:00,N0.021416848162535973
57,report57,2021-11-21 00:00:00,2022-10-17 00:00:00,N0.13896364844404974
58,report58,2021-05-07 00:00:00,2022-08-06 00:00:00,N0.9181449957422756
59,report59,2021-09-11 00:00:00,2022-04-30 00:00:00,N0.5098838765418315
60,report60,2021-06-27 00:00:00,2022-01-24 00:00:00,N0.7577386633521553
61,report61,2021-10-28 00:00:00,2022-07-07 00:00:00,N0.8041744402468847
62,report62,2021-02-11 00:00:00,2022-08-29 00:00:00,N0.18137718858615492
63,report63,2021-05-26 00:00:00,2022-07-16 00:00:00,N0.49171136299371054
64,report64,2021-01-28 00:00:00,2022-06-30 00:00:00,N0.4054434104775446
65,report65,2021-07-30 00:00:00,2022-02-04 00:00:00,N0.10452489435846468
66,report66,2021-11-29 00:00:00,2022-08-06 00:00:00,N0.2322761183757488
67,report67,2021-05-03 00:00:00,2022-07-25 00:00:00,N0.4335835472770062
68,report68,2021-10-27 00:00:00,2022-12-11 00:00:00,N0.5013618341923459
69,report69,2021-10-23 00:00:00,2022-07-31 00:00:00,N0.18928184995431563
70,report70,2021-07-11 00:00:00,2022-05-05 00:00:00,N0.25667320012784756
71,report71,2021-10-14 00:00:00,2022-05-30 00:00:00,N0.9367538105951535
72,report72,2021-05-15 00:00:00,2022-12-15 00:00:00,N0.581856733435977
73,report73,2021-06-03 00:00:00,2022-01-28 00:00:00,N0.895396719411693
74,report74,2021-05-13 00:00:00,2022-06-30 00:00:00,N0.4154938416451268
75,report75,2021-05-08 00:00:00,2022-05-29 00:00:00,N0.16935574694059308
76,report76,2021-10-09 00:00:00,2022-10-20 00:00:00,N0.7829769731259787
77,report77,2021-12-19 00:00:00,2022-05-27 00:00:00,N0.30743240864593
78,report78,2021-03-09 00:00:00,2022-10-16 00:00:00,N0.554100705860148
79,report79,2021-02-03 00:00:00,2022-10-21 00:00:00,N0.39518892072346024
80,report80,2021-11-20 00:00:00,2022-09-24 00:00:00,N0.5687801095350546
81,report81,2021-05-16 00:00:00,2022-05-23 00:00:00,N0.49006518824652656
82,report82,2021-06-14 00:00:00,2022-05-28 00:00:00,N0.7921922910426407
83,report83,2021-12-28 00:00:00,2022-05-08 00:00:00,N0.9167588370916193
84,report84,2021-03-04 00:00:00,2022-09-06 00:00:00,N0.902293973251445
85,report85,2021-06-10 00:00:00,2022-04-18 00:00:00,N0.743076000739278
86,report86,2021-10-18 00:00:00,2022-01-21 00:00:00,N0.8523476680534762
87,report87,2021-10-10 00:00:00,2022-01-29 00:00:00,N0.9012340325718665
88,report88,2021-01-18 00:00:00,2022-04-28 00:00:00,N0.27807561137243386
89,report89,2021-07-26 00:00:00,2022-11-30 00:00:00,N0.13591194641642723
90,report90,2021-12-14 00:00:00,2022-06-28 00:00:00,N0.07758309577845035
91,report91,2021-04-22 00:00:00,2022-03-13 00:00:00,N0.4337261296585492
92,report92,2021-02-04 00:00:00,2022-10-11 00:00:00,N0.9145645447324117
93,report93,2021-08-09 00:00:00,2022-12-27 00:00:00,N0.269808116550333
94,report94,2021-12-18 00:00:00,2022-04-16 00:00:00,N0.9636212623624119
95,report95,2021-07-24 00:00:00,2022-07-21 00:00:00,N0.3668499161107014
96,report96,2021-10-15 00:00:00,2022-09-12 00:00:00,N0.7543844052332082
97,report97,2021-02-15 00:00:00,2022-07-12 00:00:00,N0.7675796500254215
98,report98,2021-09-16 00:00:00,2022-04-01 00:00:00,N0.34398509193866655
99,report99,2021-09-24 00:00:00,2022-06-22 00:00:00,N0.4001713435149973
100,report100,2021-09-04 00:00:00,2022-06-14 00:00:00,N0.6104107616194596
101,report101,2021-12-21 00:00:00,2022-02-04 00:00:00,N0.6949550874370717
